This table shows Bachelor's master's and doctor's degrees conferred by postsecondary institutions by sex of student and discipline division: 2017-18,,,,,
Discipline division,Bachelor's degrees,Master's degrees,Doctor's degrees,
ID,Majors              ,Males,Females,Males,Females,Males,Females
3200,Agriculture operations and related sciences
3201,Agriculture general ,1096,1098,120,181,11,3
3202,Agricultural business and management general,745,379,40,26,0,1
3203,Agribusiness/agricultural business operations,1362,833,21,22,0,0
3204,Agricultural economics,1046,485,175,161,80,51
3205,Farm/farm and ranch management,129,42,5,1,0,0
3206,Agricultural/farm supplies retailing and wholesaling,0,1,0,0,0,0
3207,Agricultural business technology  ,20,16,1,1,0,0
3208,Agricultural business and management ,42,39,2,6,0,0
3209,Agricultural mechanization   ,310,26,0,1,0,0
3210,Agricultural mechanics and equipment/machine technology    ,0,0,0,0,0,0
3211,Agricultural production operations,43,38,3,4,0,0
3212,Animal/livestock husbandry and production,54,139,0,1,0,0
3213,Aquaculture ,39,19,26,15,8,4
3214,Crop production ,61,14,0,0,0,0
3215,Dairy husbandry and production,0,2,0,0,0,0
3216,Horse husbandry/equine science and management ,9,150,0,7,0,0
3217,Agroecology and sustainable agriculture ,108,103,25,48,7,6
3218,Viticulture and enology  ,67,65,0,0,0,0
3219,Agricultural and food products processing      ,56,47,0,0,0,0
3220,Animal training,5,18,0,0,0,0
3221,Equestrian/equine studies ,14,288,0,0,0,0
3222,Agricultural and domestic animal services other ,0,1,0,0,0,0
3223,Applied horticulture/horticultural operations general,33,54,5,2,3,2
3224,Ornamental horticulture ,16,12,4,2,4,2
3225,Landscaping and groundskeeping,96,36,0,2,0,0
3226,Plant nursery operations and management     ,1,1,0,0,0,0
3227,Turf and turfgrass management   ,90,4,4,0,0,0
3228,Floriculture/floristry operations and management ,1,0,0,0,0,0
3229,Applied horticulture/horticultural business services other,22,10,0,0,0,0
3230,International agriculture  ,16,38,14,40,0,0
3231,Agricultural and extension education services  ,29,38,23,71,8,7
3232,Agricultural communication/journalism     ,72,350,4,23,0,0
3233,Agricultural public services other,22,31,1,4,0,0
3400,Computer and information sciences and support services
3401,Computer and information sciences ,17024,3683,7948,3269,508,140
3402,Artificial intelligence ,11,0,152,52,25,6
3403,Information technology ,8022,2032,2940,2048,43,14
3404,Informatics  ,909,359,273,225,14,10
3405,Computer and information sciences ,418,111,133,89,6,6
3406,Computer programming/programmer ,796,122,29,11,5,0
3407,Computer programming specific applications,334,52,29,2,0,0
3408,Computer programming  vendor/product certification ,21,6,0,0,0,0
3409,Computer programming  other,40,4,24,14,0,0
3410,Data processing and data processing technology/technician,110,26,8,3,0,0
